source_id,provider,kap_disclosure_id,document_title,company_name,ticker_or_share_code,coverage_year,search_period_start,search_period_end,publication_date,publication_time,event_date,event_type,rulebook_version,rulebook_article,rulebook_trigger_class,membership_consequence,effective_date_rule,derived_effective_date,reserve_implication,identity_status,source_url_or_stable_id,access_date_utc,raw_filename,raw_sha256,raw_bytes,raw_storage_class,archive_symbol,search_status,provenance_status,notes
KT-049,KAP / Borsa Istanbul A.S.,877486,Endeks Sirketlerinde Degisiklik,SODA SANAYII,SODA,2020,2020-01-01,2020-12-31,2020-09-30,16:41:20,01/10/2020,MERGER_SUCCESSION,Nisan 2020 / 2020-09 split rule set,7.16 (cited for BIST Temettu 25 only),MERGER_SUCCESSION,REMOVED FROM XU100,Day on which share distribution begins (01.10.2020); printed by the source,2020-10-01,RESERVE CONSUMPTION NOT RESOLVED - three BIST 100 constituents are removed and NO BIST 100 replacement is named,SUCCESSION_RULE_CONFIRMED for the removals; INSUFFICIENT_IDENTITY_EVIDENCE for any BIST 100 replacement,https://www.kap.org.tr/tr/Bildirim/877486,2026-08-24T11:20:00Z,kap_bildirim_877486_2020-09-30.json,a3319e3783b58107158f1a21989b473c3d99de4ee7efb855b05e9237f18318d6,20966,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_877486_2020-09-30.json,TRIGGER_EVENT_FOUND,ACQUIRED,"FAIL-CLOSED ROW. Sise Cam absorbed Anadolu Cam, Denizli Cam, Soda Sanayii, Trakya Cam and unlisted Pasabahce. The attachment removes THREE BIST 100 constituents and adds NONE; the explanation names replacements only for BIST Temettu 25 (Sise Cam and Indeks Bilgisayar, art. 7.16). The effective date 01.10.2020 is ALSO the first day of the 2020Q4 index period (01/10/2020-31/12/2020) announced on 18.09.2020, so the merger removals and the periodic additions/removals share an effective date. No first-party rule was located that orders same-day changes or that says whether the periodic review already absorbed these removals. BIST 100 membership on 01.10.2020 is therefore NOT deterministically reconstructible from first-party evidence."
KT-050,KAP / Borsa Istanbul A.S.,877486,Endeks Sirketlerinde Degisiklik,SODA SANAYII,SODA,2020,2020-01-01,2020-12-31,2020-09-30,16:41:20,01/10/2020,MERGER_SUCCESSION,Nisan 2020 / 2020-09 split rule set,7.16 (cited for BIST Temettu 25 only),MERGER_SUCCESSION,REMOVED FROM XU050,Day on which share distribution begins (01.10.2020); printed by the source,2020-10-01,RESERVE CONSUMPTION NOT RESOLVED - three BIST 100 constituents are removed and NO BIST 100 replacement is named,SUCCESSION_RULE_CONFIRMED for the removals; INSUFFICIENT_IDENTITY_EVIDENCE for any BIST 100 replacement,https://www.kap.org.tr/tr/Bildirim/877486,2026-08-24T11:20:00Z,kap_bildirim_877486_2020-09-30.json,a3319e3783b58107158f1a21989b473c3d99de4ee7efb855b05e9237f18318d6,20966,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_877486_2020-09-30.json,TRIGGER_EVENT_FOUND,ACQUIRED,"FAIL-CLOSED ROW. Sise Cam absorbed Anadolu Cam, Denizli Cam, Soda Sanayii, Trakya Cam and unlisted Pasabahce. The attachment removes THREE BIST 100 constituents and adds NONE; the explanation names replacements only for BIST Temettu 25 (Sise Cam and Indeks Bilgisayar, art. 7.16). The effective date 01.10.2020 is ALSO the first day of the 2020Q4 index period (01/10/2020-31/12/2020) announced on 18.09.2020, so the merger removals and the periodic additions/removals share an effective date. No first-party rule was located that orders same-day changes or that says whether the periodic review already absorbed these removals. BIST 100 membership on 01.10.2020 is therefore NOT deterministically reconstructible from first-party evidence."
KT-051,KAP / Borsa Istanbul A.S.,877486,Endeks Sirketlerinde Degisiklik,SODA SANAYII,SODA,2020,2020-01-01,2020-12-31,2020-09-30,16:41:20,01/10/2020,MERGER_SUCCESSION,Nisan 2020 / 2020-09 split rule set,7.16 (cited for BIST Temettu 25 only),MERGER_SUCCESSION,REMOVED FROM XU030,Day on which share distribution begins (01.10.2020); printed by the source,2020-10-01,RESERVE CONSUMPTION NOT RESOLVED - three BIST 100 constituents are removed and NO BIST 100 replacement is named,SUCCESSION_RULE_CONFIRMED for the removals; INSUFFICIENT_IDENTITY_EVIDENCE for any BIST 100 replacement,https://www.kap.org.tr/tr/Bildirim/877486,2026-08-24T11:20:00Z,kap_bildirim_877486_2020-09-30.json,a3319e3783b58107158f1a21989b473c3d99de4ee7efb855b05e9237f18318d6,20966,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_877486_2020-09-30.json,TRIGGER_EVENT_FOUND,ACQUIRED,"FAIL-CLOSED ROW. Sise Cam absorbed Anadolu Cam, Denizli Cam, Soda Sanayii, Trakya Cam and unlisted Pasabahce. The attachment removes THREE BIST 100 constituents and adds NONE; the explanation names replacements only for BIST Temettu 25 (Sise Cam and Indeks Bilgisayar, art. 7.16). The effective date 01.10.2020 is ALSO the first day of the 2020Q4 index period (01/10/2020-31/12/2020) announced on 18.09.2020, so the merger removals and the periodic additions/removals share an effective date. No first-party rule was located that orders same-day changes or that says whether the periodic review already absorbed these removals. BIST 100 membership on 01.10.2020 is therefore NOT deterministically reconstructible from first-party evidence."
KT-052,KAP / Borsa Istanbul A.S.,877486,Endeks Sirketlerinde Degisiklik,TRAKYA CAM,TRKCM,2020,2020-01-01,2020-12-31,2020-09-30,16:41:20,01/10/2020,MERGER_SUCCESSION,Nisan 2020 / 2020-09 split rule set,7.16 (cited for BIST Temettu 25 only),MERGER_SUCCESSION,REMOVED FROM XU100,Day on which share distribution begins (01.10.2020); printed by the source,2020-10-01,RESERVE CONSUMPTION NOT RESOLVED - three BIST 100 constituents are removed and NO BIST 100 replacement is named,SUCCESSION_RULE_CONFIRMED for the removals; INSUFFICIENT_IDENTITY_EVIDENCE for any BIST 100 replacement,https://www.kap.org.tr/tr/Bildirim/877486,2026-08-24T11:20:00Z,kap_bildirim_877486_2020-09-30.json,a3319e3783b58107158f1a21989b473c3d99de4ee7efb855b05e9237f18318d6,20966,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_877486_2020-09-30.json,TRIGGER_EVENT_FOUND,ACQUIRED,"FAIL-CLOSED ROW. Sise Cam absorbed Anadolu Cam, Denizli Cam, Soda Sanayii, Trakya Cam and unlisted Pasabahce. The attachment removes THREE BIST 100 constituents and adds NONE; the explanation names replacements only for BIST Temettu 25 (Sise Cam and Indeks Bilgisayar, art. 7.16). The effective date 01.10.2020 is ALSO the first day of the 2020Q4 index period (01/10/2020-31/12/2020) announced on 18.09.2020, so the merger removals and the periodic additions/removals share an effective date. No first-party rule was located that orders same-day changes or that says whether the periodic review already absorbed these removals. BIST 100 membership on 01.10.2020 is therefore NOT deterministically reconstructible from first-party evidence."
KT-053,KAP / Borsa Istanbul A.S.,877486,Endeks Sirketlerinde Degisiklik,TRAKYA CAM,TRKCM,2020,2020-01-01,2020-12-31,2020-09-30,16:41:20,01/10/2020,MERGER_SUCCESSION,Nisan 2020 / 2020-09 split rule set,7.16 (cited for BIST Temettu 25 only),MERGER_SUCCESSION,REMOVED FROM XU050,Day on which share distribution begins (01.10.2020); printed by the source,2020-10-01,RESERVE CONSUMPTION NOT RESOLVED - three BIST 100 constituents are removed and NO BIST 100 replacement is named,SUCCESSION_RULE_CONFIRMED for the removals; INSUFFICIENT_IDENTITY_EVIDENCE for any BIST 100 replacement,https://www.kap.org.tr/tr/Bildirim/877486,2026-08-24T11:20:00Z,kap_bildirim_877486_2020-09-30.json,a3319e3783b58107158f1a21989b473c3d99de4ee7efb855b05e9237f18318d6,20966,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_877486_2020-09-30.json,TRIGGER_EVENT_FOUND,ACQUIRED,"FAIL-CLOSED ROW. Sise Cam absorbed Anadolu Cam, Denizli Cam, Soda Sanayii, Trakya Cam and unlisted Pasabahce. The attachment removes THREE BIST 100 constituents and adds NONE; the explanation names replacements only for BIST Temettu 25 (Sise Cam and Indeks Bilgisayar, art. 7.16). The effective date 01.10.2020 is ALSO the first day of the 2020Q4 index period (01/10/2020-31/12/2020) announced on 18.09.2020, so the merger removals and the periodic additions/removals share an effective date. No first-party rule was located that orders same-day changes or that says whether the periodic review already absorbed these removals. BIST 100 membership on 01.10.2020 is therefore NOT deterministically reconstructible from first-party evidence."
KT-054,KAP / Borsa Istanbul A.S.,877486,Endeks Sirketlerinde Degisiklik,TRAKYA CAM,TRKCM,2020,2020-01-01,2020-12-31,2020-09-30,16:41:20,01/10/2020,MERGER_SUCCESSION,Nisan 2020 / 2020-09 split rule set,7.16 (cited for BIST Temettu 25 only),MERGER_SUCCESSION,REMOVED FROM XU030,Day on which share distribution begins (01.10.2020); printed by the source,2020-10-01,RESERVE CONSUMPTION NOT RESOLVED - three BIST 100 constituents are removed and NO BIST 100 replacement is named,SUCCESSION_RULE_CONFIRMED for the removals; INSUFFICIENT_IDENTITY_EVIDENCE for any BIST 100 replacement,https://www.kap.org.tr/tr/Bildirim/877486,2026-08-24T11:20:00Z,kap_bildirim_877486_2020-09-30.json,a3319e3783b58107158f1a21989b473c3d99de4ee7efb855b05e9237f18318d6,20966,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_877486_2020-09-30.json,TRIGGER_EVENT_FOUND,ACQUIRED,"FAIL-CLOSED ROW. Sise Cam absorbed Anadolu Cam, Denizli Cam, Soda Sanayii, Trakya Cam and unlisted Pasabahce. The attachment removes THREE BIST 100 constituents and adds NONE; the explanation names replacements only for BIST Temettu 25 (Sise Cam and Indeks Bilgisayar, art. 7.16). The effective date 01.10.2020 is ALSO the first day of the 2020Q4 index period (01/10/2020-31/12/2020) announced on 18.09.2020, so the merger removals and the periodic additions/removals share an effective date. No first-party rule was located that orders same-day changes or that says whether the periodic review already absorbed these removals. BIST 100 membership on 01.10.2020 is therefore NOT deterministically reconstructible from first-party evidence."
KT-055,KAP / Borsa Istanbul A.S.,581584,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),MSGYO,2017,2017-01-01,2017-12-31,2017-01-18,17:53:44,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/581584,2026-08-24T11:20:00Z,kap_bildirim_581584_2017-01-18.json,35d54ce8da4aa77c767b145358d92f43bdea39a8f73f2f7b8d830b90bd8148eb,26404,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_581584_2017-01-18.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XGMYO, XHARZ, XTUMY, XUMAL, XUTUM. None is XU100, XU050 or XU030."
KT-056,KAP / Borsa Istanbul A.S.,581629,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),"AVISA, ULUSE, ULUUN",2017,2017-01-01,2017-12-31,2017-01-18,19:14:22,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/581629,2026-08-24T11:20:00Z,kap_bildirim_581629_2017-01-18.json,5bbb4321d4579be633f9994e511ee26716bec97ebde6717d94eb89ba50e8b5b9,21936,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_581629_2017-01-18.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XHARZ. None is XU100, XU050 or XU030."
KT-057,KAP / Borsa Istanbul A.S.,583576,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),"ALCTL, EGSER, HEKTS, HURGZ, SASA, TKNSA",2017,2017-01-01,2017-12-31,2017-01-31,16:15:37,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/583576,2026-08-24T11:20:00Z,kap_bildirim_583576_2017-01-31.json,3e8e1cf8ec588e74af4fab8d2060ad96e87bb774e1e77432482e2e85df590f30,27631,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_583576_2017-01-31.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: BIST Ana, BIST Yildiz. None is XU100, XU050 or XU030."
KT-058,KAP / Borsa Istanbul A.S.,591472,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),GYHOL,2017,2017-01-01,2017-12-31,2017-03-07,16:39:32,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/591472,2026-08-24T11:20:00Z,kap_bildirim_591472_2017-03-07.json,5089623b15bc7ee98cc47afc7b9b9ea71c6eca93c1f7e99820826c9a1d6a62ca,27002,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_591472_2017-03-07.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: BIST ANA, BIST HOLDING VE YATIRIM, BIST MALI, BIST TUM, BIST TUM-100, BIST ISTANBUL. None is XU100, XU050 or XU030."
KT-059,KAP / Borsa Istanbul A.S.,596824,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),"BANVT, ERBOS, YATAS",2017,2017-01-01,2017-12-31,2017-03-31,17:07:07,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/596824,2026-08-24T11:20:00Z,kap_bildirim_596824_2017-03-31.json,937cc93ae328f2a986b12209eb078409027d51b154b32d907d3da68b1058c973,22362,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_596824_2017-03-31.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XBANA, XYLDZ. None is XU100, XU050 or XU030."
KT-060,KAP / Borsa Istanbul A.S.,604596,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),FONET,2017,2017-01-01,2017-12-31,2017-05-03,17:35:33,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/604596,2026-08-24T11:20:00Z,kap_bildirim_604596_2017-05-03.json,693ca218559565431e14eae683f23e3500d97ee562560ccfd4ca7620ecda1b70,30721,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_604596_2017-05-03.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XBANA, XBLSM, XHARZ, XSANK, XTKJS, XTUMY, XUTEK, XUTUM. None is XU100, XU050 or XU030."
KT-061,KAP / Borsa Istanbul A.S.,604600,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),HDFGS,2017,2017-01-01,2017-12-31,2017-05-03,17:40:24,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/604600,2026-08-24T11:20:00Z,kap_bildirim_604600_2017-05-03.json,51fad61287b68fd92f76566d06ba322ada7fd42d7a0365d351773eabe441ffa0,18497,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_604600_2017-05-03.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XHARZ. None is XU100, XU050 or XU030."
KT-062,KAP / Borsa Istanbul A.S.,608230,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),TRCAS,2017,2017-01-01,2017-12-31,2017-05-18,17:28:05,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/608230,2026-08-24T11:20:00Z,kap_bildirim_608230_2017-05-18.json,814f621deaac442ac9fa06fc5cd087135405702b18a0acdfa66353075420aeac,23093,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_608230_2017-05-18.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XHOLD, XKMYA, XUMAL, XUSIN. None is XU100, XU050 or XU030."
KT-063,KAP / Borsa Istanbul A.S.,614291,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),"ALCTL, KRONT, TKNSA",2017,2017-01-01,2017-12-31,2017-06-30,17:41:17,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/614291,2026-08-24T11:20:00Z,kap_bildirim_614291_2017-06-30.json,5c4bd48a3075502e8f3ff2e71b1db8aaf417d6c16b35fab448da281095ba7aa8,21569,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_614291_2017-06-30.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XBANA, XYLDZ. None is XU100, XU050 or XU030."
KT-064,KAP / Borsa Istanbul A.S.,614335,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),"BRMEN, CELHA, EGCYO, EGPRO, GLRYH, GYHOL, IZFAS, KLNMA, LIDFA, METUR, SEKFK, SRVGY, VANGD, VKFYO",2017,2017-01-01,2017-12-31,2017-06-30,19:17:19,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/614335,2026-08-24T11:20:00Z,kap_bildirim_614335_2017-06-30.json,5493d6df0ee0f5070e176c1a22d25777dc6ff2d969b1d776e349c2f8e22ed87f,18646,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_614335_2017-06-30.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: none in the body table (free-text or attachment only). None is XU100, XU050 or XU030."
KT-065,KAP / Borsa Istanbul A.S.,618236,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),MARKA,2017,2017-01-01,2017-12-31,2017-07-13,15:08:45,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/618236,2026-08-24T11:20:00Z,kap_bildirim_618236_2017-07-13.json,7244489328b899b89580ab70dd505617aa242e6447058378d95f383658662587,26486,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_618236_2017-07-13.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XBANA, XHOLD, XSIST, XTUMY, XUMAL, XUTUM. None is XU100, XU050 or XU030."
KT-066,KAP / Borsa Istanbul A.S.,621184,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),"BRYAT, BTCIM, TBORG",2017,2017-01-01,2017-12-31,2017-07-31,14:23:59,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/621184,2026-08-24T11:20:00Z,kap_bildirim_621184_2017-07-31.json,050144e5c24a9a77182fce81b44218d253905ea1bb89b62f492c7886c18b84be,21502,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_621184_2017-07-31.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XBANA, XYLDZ. None is XU100, XU050 or XU030."
KT-067,KAP / Borsa Istanbul A.S.,631617,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),"ANELE, ICBCT",2017,2017-01-01,2017-12-31,2017-09-29,15:35:28,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/631617,2026-08-24T11:20:00Z,kap_bildirim_631617_2017-09-29.json,8763df451369ac435cba3b589f6dc23a208cf9fe00dcc98ad0c0570250856477,19841,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_631617_2017-09-29.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XBANA, XYLDZ. None is XU100, XU050 or XU030."
KT-068,KAP / Borsa Istanbul A.S.,632451,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),"IEYHO, USAS",2017,2017-01-01,2017-12-31,2017-10-04,17:08:23,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/632451,2026-08-24T11:20:00Z,kap_bildirim_632451_2017-10-04.json,c7c256549ccdccc40697f49bb02445015b4023081e0ae8168bd7097f36f7fb67,27857,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_632451_2017-10-04.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XBANA, XHOLD, XSIST, XTUMY, XUMAL, XUTUM. None is XU100, XU050 or XU030."
KT-069,KAP / Borsa Istanbul A.S.,636510,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),HURGZ,2017,2017-01-01,2017-12-31,2017-10-24,09:46:07,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/636510,2026-08-24T11:20:00Z,kap_bildirim_636510_2017-10-24.json,93ff9f1a97ed771f067161287977707f6624d17920b55930f17044a06d85820f,18230,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_636510_2017-10-24.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XBANA, XYLDZ. None is XU100, XU050 or XU030."
KT-070,KAP / Borsa Istanbul A.S.,641778,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),IHLGM,2017,2017-01-01,2017-12-31,2017-11-17,16:05:34,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/641778,2026-08-24T11:20:00Z,kap_bildirim_641778_2017-11-17.json,39ba6a2a988df91acc26004010a56d4ec2b34d87b7c2866422e7247ed3c5e174,19815,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_641778_2017-11-17.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XMADN, XUHIZ, XUSIN. None is XU100, XU050 or XU030."
KT-071,KAP / Borsa Istanbul A.S.,642501,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),ISFIN,2017,2017-01-01,2017-12-31,2017-11-23,15:18:55,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/642501,2026-08-24T11:20:00Z,kap_bildirim_642501_2017-11-23.json,8b31394f798139d94b5ee6407e861ad914bce06cdf84287e40c0c6e525d83d1b,18195,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_642501_2017-11-23.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XKURY. None is XU100, XU050 or XU030."
KT-072,KAP / Borsa Istanbul A.S.,643380,Endeks Sirketlerinde Degisiklik,BORSA ISTANBUL A.S. (issuer of the announcement),HLGYO,2017,2017-01-01,2017-12-31,2017-11-30,14:57:41,NA,NON_TRIGGER_REVIEWED,NA,NA,REVIEWED_NOT_A_BENCHMARK_MEMBERSHIP_CHANGE,"NO CHANGE TO XU100, XU050 OR XU030",NA,NA,NA,NA,https://www.kap.org.tr/tr/Bildirim/643380,2026-08-24T11:20:00Z,kap_bildirim_643380_2017-11-30.json,0b0f29f0d494b3beaef0e8f85413e2b828578cb52f132346137c6a32479fec84,18144,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_643380_2017-11-30.json,NO_TRIGGER_EVENT_EVIDENCED,ACQUIRED,"Reviewed in full. Index codes touched by this disclosure: XKURY. None is XU100, XU050 or XU030."
