source_id,provider,product_or_document_id,source_title,source_url_or_stable_id,coverage_year,coverage_period,effective_date,access_date_utc,access_method,access_class,raw_filename,raw_sha256,raw_bytes,raw_storage_class,archive_symbol,record_type,ticker_or_share_code,company_name,index_code,membership_semantics,identity_status,provenance_status,notes
BM-062,Borsa Istanbul,3184#3028,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2010,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2010.zip,NA,327986,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2009; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2009 does not match the filename year 2010; legacy bulk upload, semantics of this field NOT established."
BM-063,Borsa Istanbul,3184#3016,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2009,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2009.zip,NA,473399,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2008; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2008 does not match the filename year 2009; legacy bulk upload, semantics of this field NOT established."
BM-064,Borsa Istanbul,3184#3015,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2008,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2008.zip,NA,481408,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2007; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2007 does not match the filename year 2008; legacy bulk upload, semantics of this field NOT established."
BM-065,Borsa Istanbul,3184#3027,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2007,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2007.zip,NA,336740,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2006; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2006 does not match the filename year 2007; legacy bulk upload, semantics of this field NOT established."
BM-066,Borsa Istanbul,3184#3026,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2006,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2006.zip,NA,26936,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2005; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2005 does not match the filename year 2006; legacy bulk upload, semantics of this field NOT established."
BM-067,Borsa Istanbul,3184#3024,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2005,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2005.zip,NA,23605,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2004; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2004 does not match the filename year 2005; legacy bulk upload, semantics of this field NOT established."
BM-068,Borsa Istanbul,3184#3021,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2004,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2004.zip,NA,24361,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2003; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2003 does not match the filename year 2004; legacy bulk upload, semantics of this field NOT established."
BM-069,Borsa Istanbul,3184#3020,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2003,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2003.zip,NA,26751,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2002; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2002 does not match the filename year 2003; legacy bulk upload, semantics of this field NOT established."
BM-070,Borsa Istanbul,3184#3023,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2002,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2002.zip,NA,26795,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2001; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2001 does not match the filename year 2002; legacy bulk upload, semantics of this field NOT established."
BM-071,Borsa Istanbul,3184#3029,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2001,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2001.zip,NA,28124,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2000; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2000 does not match the filename year 2001; legacy bulk upload, semantics of this field NOT established."
BM-072,Borsa Istanbul,3184#3022,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2000,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2000.zip,NA,27476,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-1999; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-1999 does not match the filename year 2000; legacy bulk upload, semantics of this field NOT established."
BM-073,Borsa Istanbul,borsaistanbul.com/duyurular,Borsa Istanbul announcements index (candidate event-evidence route),https://www.borsaistanbul.com/duyurular,UNKNOWN,UNKNOWN,UNKNOWN,2026-08-23T13:18:00Z,LINK_DISCOVERED_ON_FIRST_PARTY_HOMEPAGE,PUBLIC_ANONYMOUS,NA,NA,NA,NOT_ACQUIRED,NA,EVENT_SOURCE_CANDIDATE,NA,NA,UNKNOWN,UNKNOWN,UNKNOWN,NOT_ASSESSED,Route exists and the domain root responded 200; whether it publishes effective-dated index-composition changes back to 2017 was NOT assessed by this task and must not be assumed.
